run_id,name,faults,input_rate,committee_size,transaction_size,execution_time,batch_size,consensus_tps,consensus_bps,consensus_latency,end_to_end_tps,end_to_end_bps,end_to_end_latency,runs
1273,hotstuff,0.0,160000.0,64.0,128.0,90.0,120000.0,158561.0,20295780.0,545.0,158175.0,20246400.0,997.0,1
1274,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,159335.0,20394904.0,509.0,158610.0,20302134.0,950.0,1
1089,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,143008.0,18304967.0,1119.0,142724.0,18268704.0,3893.0,1
1090,hotstuff,0.0,160000.0,64.0,128.0,95.0,120000.0,137400.0,17587234.0,5172.0,136956.0,17530428.0,8136.0,1
1091,hotstuff,0.0,160000.0,64.0,128.0,94.0,120000.0,113279.0,14499673.0,3213.0,112670.0,14421769.0,6269.0,1
1276,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158665.0,20309134.0,587.0,158118.0,20239166.0,1119.0,2
1277,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158939.0,20344134.0,574.0,158578.0,20298037.0,1036.0,2
1093,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158987.0,20350365.0,614.0,158753.0,20320363.0,1082.0,2
1094,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,159226.0,20380874.0,641.0,158713.0,20315229.0,1130.0,2
1095,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,159546.0,20421827.0,609.0,158796.0,20325837.0,1079.0,2
1279,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158945.0,20345018.0,514.0,158655.0,20307810.0,956.0,3
1280,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158645.0,20306536.0,533.0,158490.0,20286660.0,986.0,3
1097,hotstuff,0.0,160000.0,64.0,128.0,98.0,120000.0,158801.0,20326515.0,1545.0,157581.0,20170427.0,3954.0,3
1098,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,142944.0,18296784.0,2850.0,142387.0,18225513.0,5569.0,3
1099,hotstuff,0.0,160000.0,64.0,128.0,88.0,120000.0,156745.0,20063305.0,1894.0,156510.0,20033223.0,5126.0,3
1282,hotstuff,0.0,160000.0,64.0,128.0,90.0,120000.0,136749.0,17503867.0,1912.0,136285.0,17444477.0,5187.0,4
1283,hotstuff,0.0,160000.0,64.0,128.0,78.0,120000.0,132122.0,16911562.0,4991.0,131360.0,16814124.0,8317.0,4
1101,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158851.0,20332980.0,665.0,158749.0,20319886.0,1144.0,4
1102,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158794.0,20325641.0,680.0,158503.0,20288400.0,1167.0,4
1103,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,158852.0,20333071.0,672.0,158476.0,20284950.0,1154.0,4
1285,hotstuff,0.0,160000.0,64.0,128.0,71.0,120000.0,156180.0,19991101.0,1421.0,155196.0,19865031.0,5266.0,5
1286,hotstuff,0.0,160000.0,64.0,128.0,89.0,120000.0,129079.0,16522113.0,1450.0,128437.0,16439959.0,5036.0,5
1105,hotstuff,0.0,160000.0,64.0,128.0,97.0,120000.0,106242.0,13598938.0,1490.0,106098.0,13580496.0,4428.0,5
1106,hotstuff,0.0,160000.0,64.0,128.0,85.0,120000.0,154520.0,19778607.0,2931.0,153878.0,19696331.0,6794.0,5
1107,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,131356.0,16813589.0,1732.0,130700.0,16729575.0,5014.0,5
1288,hotstuff,0.0,160000.0,64.0,128.0,101.0,120000.0,130897.0,16754872.0,1576.0,130691.0,16728473.0,5369.0,6
1289,hotstuff,0.0,160000.0,64.0,128.0,100.0,120000.0,131803.0,16870726.0,1873.0,131355.0,16813427.0,6388.0,6
1109,hotstuff,0.0,160000.0,64.0,128.0,98.0,120000.0,158529.0,20291652.0,1464.0,157326.0,20137728.0,5600.0,6
1110,hotstuff,0.0,160000.0,64.0,128.0,100.0,120000.0,153408.0,19636252.0,1566.0,153313.0,19624090.0,6074.0,6
1111,hotstuff,0.0,160000.0,64.0,128.0,94.0,120000.0,157229.0,20125261.0,1494.0,157057.0,20103264.0,5616.0,6
